Title,Duration,Rating,Voting,Genre
 Hard Truths,1h 37m,7.3,5100,Comedy
 Night of the Zoopocalypse,1h 31m,6.2,510000,Comedy
 Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,1h 42m,8.6,94000,Comedy
 Goodrich,1h 50m,6.3,5100,Comedy
 Rumours,1h 44m,5.0,4500,Comedy
 Brothers,1h 29m,5.4,13000,Comedy
 Your Monster,1h 43m,6.4,5700,Comedy
 The Mouse Trap,1h 20m,2.4,3200,Comedy
 Superboys of Malegaon,2h 7m,8.0,1400,Comedy
 How to Make Millions Before Grandma Dies,2h 5m,8.0,13000,Comedy
 Teri Baaton Mein Aisa Uljha Jiya,2h 21m,6.2,54000,Comedy
 Bloody Axe Wound,1h 23m,4.9,791000,Comedy
 Ghostlight,1h 55m,7.6,5800,Comedy
 Lisa Frankenstein,1h 41m,6.1,28000,Comedy
 Stree 2: Sarkate Ka Aatank,2h 27m,6.9,42000,Comedy
 Jackpot!,1h 46m,5.8,30000,Comedy
 Unfrosted,1h 37m,5.5,35000,Comedy
 Modi: Three Days on the Wing of Madness,1h 50m,5.6,508000,Comedy
 When Fall Is Coming,1h 44m,6.8,1500,Comedy
 The 4:30 Movie,1h 27m,6.0,3700,Comedy
 Winner,1h 43m,6.5,2400,Comedy
 Dìdi,1h 33m,7.3,12000,Comedy
 The Visitor,1h 41m,4.4,204000,Comedy
 Mother of the Bride,1h 28m,4.8,17000,Comedy
 Piece by Piece,1h 33m,6.9,5300,Comedy
 Sketch,1h 32m,8.4,47000,Comedy
 The Uninvited,1h 37m,5.9,156000,Comedy
 Four Mothers,1h 29m,7.4,161000,Comedy
 Manamey,2h 35m,5.4,661000,Comedy
 Sex-Positive,1h 25m,4.0,727000,Comedy
 Babes,1h 44m,6.3,6300,Comedy
 Our Little Secret,1h 41m,5.7,23000,Comedy
 Hitpig,1h 26m,5.1,907000,Comedy
 Dear Santa,1h 47m,5.4,18000,Comedy
 Thelma the Unicorn,1h 33m,5.7,2900,Comedy
 Skincare,1h 36m,5.7,4400,Comedy
 Time Travel Is Dangerous,1h 39m,6.7,145000,Comedy
 Aavesham,2h 35m,7.8,28000,Comedy
 Sweethearts,1h 38m,5.5,3800,Comedy
 Turn Me On,1h 39m,5.6,505000,Comedy
 The Wonderful Story of Henry Sugar and Three More,1h 28m,7.1,6500,Comedy
 Standing on the Shoulders of Kitties,1h 51m,6.2,538000,Comedy
 Through My Window: Looking at You,1h 45m,5.4,5200,Comedy
 Gelin Takimi,1h 49m,3.2,2500,Comedy
 Lost & Found in Cleveland,PG-13,8.4,30000,Comedy
 Irish Wish,1h 33m,5.2,21000,Comedy
 Megamind vs The Doom Syndicate,1h 23m,2.5,5500,Comedy
 Find Me Falling,1h 33m,6.3,13000,Comedy
 Family Pack,1h 34m,5.5,8900,Comedy
 Beautiful Wedding,1h 40m,4.1,4100,Comedy
 The Best Christmas Pageant Ever,1h 39m,6.8,6100,Comedy
 Orion and the Dark,1h 33m,6.3,17000,Comedy
 Dongeng Sang Kancil,1h 39m,6.8,156000,Comedy
 Reunion,1h 30m,5.6,3500,Comedy
 The Problem with People,1h 42m,5.7,396000,Comedy
 The American Society of Magical Negroes,1h 44m,3.7,12000,Comedy
 This Is Me Now,1h 5m,4.1,7100,Comedy
 Universal Language,1h 29m,7.1,1200,Comedy
 Hot Frosty,1h 32m,5.3,15000,Comedy
 Munjya,2h 3m,6.3,25000,Comedy
 Sasquatch Sunset,1h 28m,5.4,5400,Comedy
 Summer Camp,1h 35m,4.5,1500,Comedy
 Role Play,1h 40m,5.5,19000,Comedy
 Let's Start a Cult,1h 30m,5.9,1400,Comedy
 Shabab Albomb,1h 45m,4.8,270000,Comedy
 Trouble,1h 38m,6.2,6700,Comedy
 My Favourite Cake,1h 37m,7.4,7100,Comedy
 Vulgar,1h 43m,5.5,126000,Comedy
 Bookworm,1h 43m,6.0,1800,Comedy
 Players,1h 45m,5.7,12000,Comedy
 The Thundermans Return,1h 10m,5.0,1800,Comedy
 On Becoming a Guinea Fowl,1h 39m,7.1,814000,Comedy
 Wallbanger,1h 58m,5.6,659000,Comedy
 Sookshma Darshini,2h 22m,7.8,9900,Comedy
 Chuck Billy and the Marvelous Guava Tree,1h 30m,7.5,920000,Comedy
 My Spy: The Eternal City,1h 52m,5.7,11000,Comedy
 And Mrs,1h 51m,5.8,738000,Comedy
 Boot Camp,1h 34m,5.8,1100,Comedy
 The Fabulous Four,1h 38m,4.8,1500,Comedy
 Space Cadet,1h 50m,5.0,10000,Comedy
 Jönssonligan kommer tillbaka,1h 44m,5.9,1300,Comedy
 The Radleys,1h 55m,5.0,2700,Comedy
 Am I Racist?,1h 40m,6.7,17000,Comedy
 This Time Next Year,1h 56m,5.6,2200,Comedy
 A Little Something Extra,1h 39m,7.0,4800,Comedy
 Love in the Big City,1h 58m,7.5,1400,Comedy
 Street Trash,1h 25m,4.5,812000,Comedy
 Buffalo Kids,1h 33m,6.6,669000,Comedy
" I, the Executioner",1h 58m,6.3,1700,Comedy
 Saving Bikini Bottom: The Sandy Cheeks Movie,1h 22m,3.7,3800,Comedy
 We're All Gonna Die,1h 50m,8.2,91000,Comedy
 The Empire,1h 50m,5.2,1200,Comedy
 Ultraman: Rising,1h 57m,6.9,6300,Comedy
 The Merry Gentlemen,1h 27m,4.8,10000,Comedy
 Treasure,1h 51m,6.3,2000,Comedy
 Bhool Bhulaiyaa 3,2h 38m,4.7,77000,Comedy
 The Supremes at Earl's All-You-Can-Eat,2h 4m,6.4,1400,Comedy
 Madgaon Express,2h 23m,7.0,41000,Comedy
 Spread,1h 52m,5.7,648000,Comedy
 Khel Khel Mein,2h 15m,6.5,27000,Comedy
 Officer Black Belt,1h 48m,6.8,8100,Comedy
 Panda Plan,1h 39m,5.1,1200,Comedy
 Bad Shabbos,1h 24m,7.5,163000,Comedy
 Autumn and the Black Jaguar,1h 40m,5.6,989000,Comedy
 Timestalker,1h 29m,5.5,2900,Comedy
 Triumph,1h 38m,5.5,249000,Comedy
 The Gutter,1h 32m,5.5,491000,Comedy
 Sweet Dreams,1h 35m,5.4,1400,Comedy
 How to Date Billy Walsh,1h 38m,5.2,3900,Comedy
 I Love You Forever,1h 29m,5.6,173000,Comedy
 Nutcrackers,1h 44m,5.5,9300,Comedy
 The Second Act,1h 20m,6.5,3400,Comedy
 Rats!,1h 25m,6.5,115000,Comedy
 The Balconettes,1h 44m,6.3,796000,Comedy
 A Legend,2h 9m,4.7,886000,Comedy
 That Christmas,1h 31m,6.8,17000,Comedy
 I Don't Understand You,1h 36m,7.2,72000,Comedy
 Der Vierer,1h 28m,5.3,172000,Comedy
 Blame the Game,1h 32m,5.4,5100,Comedy
 Shell,1h 40m,6.7,69000,Comedy
 Drugstore June,1h 31m,5.3,1700,Comedy
 Dan Da Dan: First Encounter,1h 23m,8.2,2700,Comedy
 The Underdoggs,1h 36m,5.6,4600,Comedy
 Between the Temples,1h 51m,6.3,2900,Comedy
 Don't Tell Mom the Babysitter's Dead,1h 39m,3.8,1200,Comedy
 200% Wolf,1h 38m,5.9,1300,Comedy
 The Gentleman,1h 43m,7.9,96000,Comedy
 Desert Fiends,1h 46m,8.2,396000,Comedy
 No Other Land,1h 32m,8.3,11000,Documentary
 Secret Mall Apartment,1h 31m,7.5,236000,Documentary
2073,1h 25m,5.1,1700,Documentary
 The Remarkable Life of Ibelin,1h 43m,8.2,12000,Documentary
 One to One: John & Yoko,1h 40m,7.0,92000,Documentary
 The Menendez Brothers,1h 59m,7.0,9100,Documentary
 Cheech and Chong's Last Movie,2h 3m,7.6,46000,Documentary
 Soundtrack to a Coup d'Etat,2h 30m,7.7,2700,Documentary
 Mogwai: If the Stars Had a Sound,1h 32m,7.6,69000,Documentary
 Black Box Diaries,1h 42m,7.5,3300,Documentary
 Will & Harper,1h 54m,7.4,12000,Documentary
 Grand Theft Hamlet,1h 29m,6.9,1800,Documentary
 The Last Journey,1h 35m,7.9,5100,Documentary
 Sugarcane,1h 47m,7.0,3200,Documentary
 Super/Man: The Christopher Reeve Story,1h 44m,8.0,9000,Documentary
 Am I Racist?,1h 40m,6.7,17000,Documentary
 Every Little Thing,1h 33m,7.1,241000,Documentary
 Liza: A Truly Terrific Absolutely True Story,1h 44m,7.8,188000,Documentary
 Not Just a Goof,1h 27m,8.0,110000,Documentary
 Checkpoint Zoo,1h 43m,8.3,53000,Documentary
 Janis Ian: Breaking Silence,1h 54m,8.1,52000,Documentary
 Buy Now! The Shopping Conspiracy,1h 24m,6.7,6300,Documentary
 Behind the Lines,1h 47m,8.7,10000,Documentary
 Beatles '64,1h 46m,7.2,2500,Documentary
 Brats,1h 32m,6.5,6900,Documentary
 Afternoons of Solitude,2h 5m,7.3,404000,Documentary
 The Lost Children,1h 36m,7.0,2700,Documentary
 Jesus Crown of Thorns,1h 35m,5.7,61000,Documentary
 Yacht Rock: A Dockumentary,1h 27m,7.6,1800,Documentary
 What Jennifer Did,1h 24m,6.1,11000,Documentary
 The Thinking Game,1h 24m,7.6,152000,Documentary
 A New Kind of Wilderness,1h 35m,7.6,1200,Documentary
 Swamp Dogg Gets His Pool Painted,1h 30m,8.5,51000,Documentary
 Lover Stalker Killer,1h 42m,7.0,13000,Documentary
 The Program,1h 22m,7.2,756000,Documentary
 Sweet Bobby: My Catfish Nightmare,1h 27m,6.2,5600,Documentary
 Porcelain War,1h 8m,7.1,1200,Documentary
 Dahomey,1h 24m,6.8,2500,Documentary
 Tom Petty: Heartbreakers Beach Party,1h 35m,7.4,217000,Documentary
 Avicii - I'm Tim,1h 18m,7.8,6900,Documentary
 Bambi: A Tale of Life in the Woods,1h 28m,5.7,161000,Documentary
 How to Rob a Bank,1h 43m,6.6,4200,Documentary
 Endurance,1h 30m,7.5,1600,Documentary
 We Will Dance Again,1h 34m,7.6,11000,Documentary
 Twiggy,1h 36m,7.5,68000,Documentary
 The Greatest Night in Pop,1h 51m,7.9,15000,Documentary
 Tom Dustin: Portrait of a Comedian,1h 17m,8.0,1900,Documentary
 Billy & Molly: An Otter Love Story,1h 55m,7.2,470000,Documentary
 Riefenstahl,1h 45m,6.8,26000,Documentary
 Incandescence,1h 55m,7.5,1100,Documentary
 The Bibi Files,1h 23m,7.2,652000,Documentary
 Blink,2h 8m,7.0,158000,Documentary
 Pavements,1h 24m,6.2,258000,Documentary
 To Dye For: The Documentary,1h 33m,7.3,2700,Documentary
 The Blue Angels,1h 51m,7.7,3800,Documentary
 Jim Henson: Idea Man,1h 19m,6.6,3200,Documentary
 Hack Your Health: The Secrets of Your Gut,1h 2m,7.5,2600,Documentary
 The Bloody Hundredth,1h 27m,7.5,1500,Documentary
 Frida,1h 48m,7.6,1600,Documentary
 Daughters,1h 45m,8.2,4700,Documentary
 Music by John Williams,1h 29m,7.4,1400,Documentary
 Bad Faith,1h 25m,7.1,169000,Documentary
 Gaucho Gaucho,1h 30m,7.4,1100,Documentary
 Witches,1h 30m,5.8,124000,Documentary
 The Great Warning,1h 28m,6.4,3100,Documentary
 Jailbreak: Love on the Run,1h 40m,7.1,3500,Documentary
 Skywalkers: A Love Story,1h 41m,8.1,820000,Documentary
 Luther: Never Too Much,55m,7.1,800000,Documentary
" My Wife, My Abuser: The Secret Footage",1h 28m,7.5,1400,Documentary
 ¡Casa Bonita Mi Amor!,2h,7.8,899000,Documentary
 Hayao Miyazaki and the Heron,1h 28m,7.9,74000,Documentary
 Bad River,1h 37m,9.0,17000,Documentary
 Marcella,51m,8.4,2200,Documentary
 Chhava,1h 49m,6.3,1100,Documentary
 Stormy,1h 37m,7.3,89000,Documentary
 I Could Never Go Vegan,1h 45m,5.5,536000,Documentary
 Look Into My Eyes,1h 42m,6.5,1900,Documentary
 Elton John: Never Too Late,1h 38m,7.3,2400,Documentary
 Apollo 13: Survival,1h 15m,7.2,659000,Documentary
 Getting Lost,1h 33m,9.2,19000,Documentary
 The Other Side of Edinburgh,1h 55m,7.2,2200,Documentary
 Inside the Mind of a Dog,1h,7.2,1100,Documentary
 Agent of Happiness,1h 30m,7.2,4000,Documentary
 Martha,1h 35m,6.1,19000,Documentary
 Brendan Gleeson's Farewell to Hughes's,1h 52m,6.9,20000,Documentary
 Wicked: The Real Story,1h 25m,7.6,235000,Documentary
 Songs of Slow Burning Earth,1h 30m,8.0,522000,Documentary
 From Ground Zero,1h 43m,6.1,1400,Documentary
 Biggest Heist Ever,1h 49m,7.3,787000,Documentary
 ZEF: The Story of Die Antwoord,1h 53m,7.3,1000,Documentary
 The Commandant's Shadow,1h 16m,8.3,1700,Documentary
 Giannis: The Marvelous Journey,2h 59m,7.1,2100,Documentary
 The Beach Boys,1h 50m,6.2,4000,Documentary
 Einstein and the Bomb,1h 30m,7.2,5800,Documentary
 The Roast of Tom Brady,1h 33m,6.6,192000,Documentary
 El Apocalipsis de San Juan,2h,5.2,22000,Documentary
 The Last Keeper,4h 42m,4.7,357000,Documentary
 Emma and Eddie: A Working Couple,1h 48m,9.4,81000,Documentary
 Just a Bit Outside: The Story of the 1982 Milwaukee Brewers,1h 25m,8.2,532000,Documentary
 Aliens Expanded,1h 43m,8.1,42000,Documentary
 The Propagandist,3h 4m,7.9,301000,Documentary
 Eno,1h 39m,7.7,7800,Documentary
 I Am: Celine Dion,1h 51m,5.4,62000,Documentary
 Twisters: The Real Story,1h 30m,7.3,104000,Documentary
 Henry Fonda for President,1h 28m,6.8,397000,Documentary
 Bogart: Life Comes in Flashes,1h 38m,8.6,571000,Documentary
 Christspiracy,1h 29m,7.2,120000,Documentary
 The Sky Above Zenica,1h 50m,6.8,101000,Documentary
 Freediver,1h 45m,6.5,1300,Documentary
 Child Star,1h 30m,8.3,26000,Documentary
 All Illusions Must Be Broken,1h 25m,7.2,587000,Documentary
 Fly,1h 10m,7.2,282000,Documentary
 Ernest Cole: Lost and Found,1h 59m,5.6,186000,Documentary
 Lula,57m,7.2,258000,Documentary
 Never Look Away,2h 26m,6.9,28000,Documentary
 The Stimming Pool,1h 27m,7.4,94000,Documentary
 The Cats of Gokogu Shrine,1h 27m,6.1,9800,Documentary
 Screams Before Silence,1h 25m,8.0,80000,Documentary
 DIG! XX,1h 44m,9.2,20000,Documentary
 Ransom '79,1h 55m,7.0,621000,Documentary
 The Last of the Sea Women,1h 26m,6.4,2600,Documentary
 The Antisocial Network: Memes to Mayhem,1h 34m,8.2,43000,Documentary
 Ellis Park,1h 41m,7.6,233000,Documentary
 The Killing Roads,1h 29m,5.0,1500,Documentary
 The Greatest Love Story Never Told,2h 11m,8.0,1100,Documentary
 Kix,1h 30m,9.4,11000,Documentary
 Playing to Survive: von Cramm vs Hitler,1h 10m,8.5,76000,Documentary
 Viktor,1h 30m,7.9,1300,Documentary
 Made in England: The Films of Powell and Pressburger,1h 29m,9.0,66000,Documentary
 Elevation,1h 30m,9.0,349000,Documentary
 Where Olive Trees Weep,1h 33m,8.5,76000,Documentary
 The Day Iceland Stood Still,1h,7.6,71000,Documentary
 The Last Republican,1h 29m,8.3,60000,Documentary
 Antidote,1h 31m,7.6,1900,Documentary
 Return of the King: The Fall and Rise of Elvis Presley,1h 34m,6.5,4000,Documentary
 Bitconned,1h 39m,6.2,661000,Documentary
 Surveilled,1h 40m,5.9,3200,Documentary
 They Called Him Mostly Harmless,1h 46m,7.1,3100,Documentary
 Faye,1h 22m,7.0,115000,Documentary
 Mistress Dispeller,3h 47m,6.7,140000,Documentary
 Wishing on a Star,1h 40m,6.9,4600,Documentary
 Money Electric: The Bitcoin Mystery,1h 40m,7.6,25000,Documentary
 Dinner with Leatherface,1h 33m,6.3,2500,Documentary
 The Final: Attack on Wembley,1h 26m,7.4,76000,Documentary
 Youth (Hard Times),1h 34m,7.3,87000,Documentary
 Two Strangers Trying Not to Kill Each Other,1h 47m,7.4,1100,Documentary
 Elizabeth Taylor: The Lost Tapes,1h 30m,6.6,180000,Documentary
 Separated,2h 9m,9.0,19000,Documentary
 Coronation Girls,1h 20m,5.5,621000,Documentary
 War Game,1h 39m,6.0,9000,Documentary
 Harley Flanagan: Wired for Chaos,1h 4m,6.8,901000,Documentary
 An American Bombing: The Road to April 19th,1h 8m,7.3,457000,Documentary
 Dear Kelly,1h 50m,1.9,1000,Documentary
 Russians at War,1h 12m,6.4,2600,Documentary
 Secrets of the Neanderthals,52m,8.2,43000,Documentary
 Blue Road: The Edna O'Brien Story,1h 25m,4.0,322000,Documentary
 Government Gangsters,31m,5.8,2000,Documentary
 Jamie Foxx: What Had Happened Was,1h 28m,7.3,144000,Documentary
 The Real Full Monty,1h 38m,7.5,89000,Documentary
 Apocalypse in the Tropics,1h 35m,4.5,158000,Documentary
 The Celtic Cartel,1h 32m,8.6,39000,Documentary
 Rise of OnlyFans,1h 21m,7.6,12000,Documentary
 I'm Your Venus,1h 26m,7.3,4100,Documentary
 If Jack Reacher Could Sing,1h 30m,6.6,296000,Documentary
 Federer: Twelve Final Days,1h 37m,8.2,537000,Documentary
 Architecton,1h 38m,8.2,871000,Documentary
 Intercepted,1h 33m,7.7,49000,Documentary
 From Russia with Lev,1h 44m,6.5,188000,Documentary
 Housewife of the Year,1h 27m,7.5,112000,Documentary
 Johatsu: Into Thin Air,1h 24m,7.7,63000,Documentary
 Alice: On & Off,2h 21m,8.2,305000,Documentary
 The World According to Allee Willis,1h 24m,6.8,567000,Documentary
 RRR: Behind & Beyond,1h 39m,7.2,669000,Documentary
 Wild Wild Space,1h 26m,8.5,990000,Documentary
 Blur: To the End,1h 30m,6.8,88000,Documentary
 From the River to the Sea: The Frontiers of Faith,1h 43m,7.0,143000,Documentary
 Lady Like,1h 44m,7.7,116000,Documentary
 Plastic People,1h 30m,6.6,316000,Documentary
 The Rubber-Keyed Wonder,1h 31m,7.7,984000,Documentary
 Family Secrets: The Disappearance of Alissa Turney,1h 40m,5.4,469000,Documentary
 Road Diary: Bruce Springsteen and the E Street Band,1h 48m,7.0,8000,Documentary
 Hacking Hate,1h 35m,7.8,1100,Documentary
 The Kindness Within: A Journey to Freedom,1h 16m,7.8,95000,Documentary
 Nasty,1h 30m,7.5,30000,Documentary
" Lumière, l'aventure continue",1h 22m,7.4,61000,Documentary
 Chaplin | Spirit of the Tramp,1h 35m,7.2,260000,Documentary
 Diane Warren: Relentless,1h 39m,5.8,458000,Documentary
 Union,49m,6.9,621000,Documentary
 Open Wide,1h 30m,2.5,92000,Documentary
 It's All Over: The Kiss That Changed Spanish Football,1h 41m,6.7,21000,Documentary
 Reptilians,1h 40m,8.8,13000,Documentary
 Our Blue World: A Water Odyssey,1h 31m,7.3,220000,Documentary
 Trapped,1h 30m,6.4,727000,Documentary
 La guitarra flamenca de Yerai Cortés,2h 1m,6.1,21000,Documentary
 Fanatical: The Catfishing of Tegan and Sara,1h 30m,6.3,1200,Documentary
 Seksi: Pantasya at pelikula,1h 37m,4.8,71000,Documentary
 God & Country,2h 28m,7.0,76000,Documentary
 The Mandela Effect Phenomenon,1h 8m,8.7,106000,Documentary
 Missing from Fire Trail Road,1h 34m,6.9,203000,Documentary
 Anora,2h 19m,7.5,175000,Romance
 Wicked,2h 40m,7.5,153000,Romance
 Babygirl,1h 54m,5.9,51000,Romance
 Queer,2h 17m,6.4,20000,Romance
 It Ends with Us,2h 10m,6.4,84000,Romance
 Mon Potongo,2h 29m,6.9,297000,Romance
 We Live in Time,1h 48m,7.0,50000,Romance
 The Fall Guy,2h 6m,6.8,219000,Romance
 The Count of Monte-Cristo,2h 58m,7.6,33000,Romance
 Ask Me What You Want,1h 54m,3.7,558000,Romance
 Challengers,2h 11m,7.0,153000,Romance
 The Crow,1h 51m,4.7,34000,Romance
 The Idea of You,1h 55m,6.3,73000,Romance
 My Old Ass,1h 29m,6.9,38000,Romance
 Love Across Time,1h,7.1,560000,Romance
 A Nice Indian Boy,1h 36m,7.9,333000,Romance
 Fly Me to the Moon,2h 12m,6.6,49000,Romance
 Love Lies Bleeding,1h 44m,6.6,56000,Romance
 F*** Marry Kill,1h 37m,5.3,2300,Romance
 Chosen Family,1h 28m,4.7,361000,Romance
 A Family Affair,1h 51m,5.4,36000,Romance
 All We Imagine as Light,1h 58m,7.1,9500,Romance
 Upgraded,1h 44m,6.1,29000,Romance
 Beating Hearts,2h 46m,7.0,4500,Romance
 Emmanuelle,1h 47m,4.2,1500,Romance
 La cocina,2h 19m,7.2,2700,Romance
 Culpa Tuya,1h 58m,5.2,13000,Romance
 Die Alone,1h 31m,5.7,2800,Romance
 Someone Like You,1h 58m,5.8,2100,Romance
 Young Woman and the Sea,2h 9m,7.5,17000,Romance
 Killer Heat,1h 35m,5.6,13000,Romance
 Loveable,1h 41m,7.9,1600,Romance
 Sidelined: The QB and Me,1h 39m,5.9,3600,Romance
 Your Monster,1h 43m,6.4,5700,Romance
 Lonely Planet,1h 34m,5.7,11000,Romance
 Darkest Miriam,1h 27m,6.7,56000,Romance
 Teri Baaton Mein Aisa Uljha Jiya,2h 21m,6.2,54000,Romance
 Lilies Not for Me,1h 39m,7.8,106000,Romance
 Lisa Frankenstein,1h 41m,6.1,28000,Romance
 Love Me,1h 31m,5.1,2400,Romance
 Girl Haunts Boy,1h 40m,6.3,2900,Romance
 Mother of the Bride,1h 28m,4.8,17000,Romance
 Winter Spring Summer or Fall,1h 37m,7.0,486000,Romance
 The Tearsmith,1h 43m,5.2,12000,Romance
 Grafted,1h 36m,5.6,2200,Romance
 Our Little Secret,1h 41m,5.7,23000,Romance
 Guilty Pleasure,1h 59m,5.9,113000,Romance
 Grand Tour,2h 8m,6.6,1500,Romance
 Turn Me On,1h 39m,5.6,505000,Romance
 Touch,2h 1m,7.4,5300,Romance
 Lick,1h 15m,6.3,774000,Romance
 The Greatest Hits,1h 34m,6.2,7300,Romance
 Through My Window: Looking at You,1h 45m,5.4,5200,Romance
 Girls Will Be Girls,1h 58m,7.1,2400,Romance
 Gelin Takimi,1h 49m,3.2,2500,Romance
 Irish Wish,1h 33m,5.2,21000,Romance
 Find Me Falling,1h 33m,6.3,13000,Romance
 Beautiful Wedding,1h 40m,4.1,4100,Romance
 The Best Christmas Pageant Ever,1h 39m,6.8,6100,Romance
 Turtles All the Way Down,1h 51m,6.6,6900,Romance
 The Glassworker,1h 38m,7.4,1700,Romance
 This Is Me Now,1h 5m,4.1,7100,Romance
 Hot Frosty,1h 32m,5.3,15000,Romance
 Role Play,1h 40m,5.5,19000,Romance
 My Favourite Cake,1h 37m,7.4,7100,Romance
 Vulgar,1h 43m,5.5,126000,Romance
 The Dead Thing,1h 34m,4.8,887000,Romance
 Players,1h 45m,5.7,12000,Romance
 Wallbanger,1h 58m,5.6,659000,Romance
 High Tide,1h 41m,6.6,549000,Romance
 Sex,2h 5m,6.6,970000,Romance
 Boot Camp,1h 34m,5.8,1100,Romance
 Swap,1h 26m,2.9,341000,Romance
 This Time Next Year,1h 56m,5.6,2200,Romance
 A True Gentleman,1h 50m,4.5,2100,Romance
 Love in the Big City,1h 58m,7.5,1400,Romance
 We're All Gonna Die,1h 50m,8.2,91000,Romance
 The Merry Gentlemen,1h 27m,4.8,10000,Romance
 Pedro Páramo,2h 10m,6.3,2900,Romance
 Jane Austen Wrecked My Life,1h 34m,6.4,172000,Romance
 Timestalker,1h 29m,5.5,2900,Romance
 How to Date Billy Walsh,1h 38m,5.2,3900,Romance
 Cinderella's Curse,1h 22m,3.3,1300,Romance
 Romance on the Ranch,1h 28m,6.8,311000,Romance
 Pure Love,1h 49m,7.2,146000,Romance
 Cinderella's Revenge,1h 25m,3.7,1100,Romance
 Marmalade,1h 39m,6.3,3500,Romance
 The Astronaut Lovers,1h 56m,7.0,611000,Romance
 Ashes,1h 40m,4.3,2600,Romance
 Take My Hand,1h 42m,6.3,301000,Romance
 Uranus 2324,2h 10m,6.5,4800,Romance
 Dandelion,1h 53m,5.3,399000,Romance
 Samana Sunrise,1h 40m,5.2,148000,Romance
 Premalu,2h 36m,7.8,19000,Romance
 City Hunter,1h 42m,6.3,5600,Romance
 White Snake: Afloat,2h 13m,6.9,463000,Romance
 Books & Drinks,1h 34m,6.3,94000,Romance
 Gone Running,1h 45m,7.1,4000,Romance
 Hear Me: Our Summer,1h 49m,7.5,653000,Romance
" Love, Divided",1h 38m,6.0,4600,Romance
 Three Friends,1h 57m,6.5,677000,Romance
 Freedom,1h 50m,5.9,1400,Romance
 Five Blind Dates,1h 23m,5.1,1900,Romance
 Música,1h 31m,6.4,5000,Romance
 Private Tutor,1h 5m,4.9,189000,Romance
 5lbs of Pressure,1h 51m,5.3,1600,Romance
 Bonjour Tristesse,1h 50m,6.0,87000,Romance
 Amar Singh Chamkila,2h 25m,7.8,16000,Romance
 Another End,2h 9m,6.4,719000,Romance
 Plan B,1h 30m,5.9,1100,Romance
 Murder Mubarak,2h 20m,5.8,51000,Romance
 Eks,2h 1m,4.5,189000,Romance
 Meet Me Next Christmas,1h 45m,5.7,8500,Romance
 Layla,1h 40m,6.1,380000,Romance
 Given 3: To the Sea,1h 20m,8.8,35000,Romance
 The Air He Breathes,1h 46m,6.4,370000,Romance
 Young Werther,1h 41m,5.6,218000,Romance
 Love Switch,1h 29m,6.0,235000,Romance
 A Christmas Castle Proposal: A Royal in Paradise 2,1h 22m,6.4,329000,Romance
 The Groomsmen: First Look,2h 8m,6.1,384000,Romance
 Haunted Heart,1h 41m,4.8,470000,Romance
 You Are the Apple of My Eye,1h 59m,7.5,3400,Romance
 Love,2h 20m,7.3,300000,Romance
 Do Aur Do Pyaar,1h 32m,6.4,12000,Romance
 Still Fabulous,2h 6m,4.9,855000,Romance
 Savi,1h 36m,6.2,35000,Romance
 O Melhor Amigo,1h 39m,7.1,59000,Romance
 Futra Days,2h 39m,4.1,140000,Romance
 The Family Star,1h 40m,5.4,5400,Romance
 Perfect Endings,1h 10m,5.6,191000,Romance
 Movie Given Hiiragi Mix,1h 24m,7.4,157000,Romance
 The Groomsmen: Second Chances,1h 53m,6.1,430000,Romance
 Daniela Forever,2h 14m,6.3,203000,Romance
 Ajosepo,2h 11m,8.7,54000,Romance
 My Name Is Loh Kiwan,1h 50m,6.7,4300,Romance
 Mr Manhattan,1h 28m,6.7,440000,Romance
 Passport to Love,2h,6.2,399000,Romance
 The Southern Chronicles,1h 27m,8.8,2500,Romance
 Lesbian Space Princess,1h 18m,7.5,110000,Romance
 Seré breve al momento de morir,1h 57m,6.5,25000,Romance
 Previously Saved Version,2h 3m,5.5,418000,Romance
 Her Story,1h 48m,7.6,1800,Romance
 Duino,1h 56m,7.6,115000,Romance
 Two to One,2h 27m,6.1,718000,Romance
 Qalb,1h 43m,6.6,2300,Romance
 The Groomsmen Last Dance,1h 47m,6.9,339000,Romance
 Why Do You?,2h 16m,5.3,418000,Romance
 Drained,1h 58m,4.6,309000,Romance
 El Hawa Sultan,1h 6m,6.6,691000,Romance
 Intoxicated by Love,1h 39m,8.5,13000,Romance
 Now or Never!,2h 2m,2.2,17000,Romance
 Undergrads,2h 11m,5.5,50000,Romance
 Art of Love,1h 49m,4.6,2400,Romance
" Hello, Love, Again",2h 3m,6.8,829000,Romance
 Ipar Adalah Maut,1h 24m,7.0,1200,Romance
 Wild Wild Punjab,1h 50m,6.2,15000,Romance
 18×2 Beyond Youthful Days,1h 42m,7.3,1800,Romance
 From Contract Lover to the Billionaire's Bride,1h 36m,7.0,510000,Romance
 Black Tea,1h 33m,5.1,539000,Romance
 Breakup Season,49m,5.8,305000,Romance
 Good Bad Things,1h 31m,5.7,193000,Romance
" María, Me Muero",2h 22m,5.6,90000,Romance
 Wanted: Girlfriend,1h 52m,4.3,217000,Romance
 Beauty and the Billionaire: Bali,1h 46m,5.8,198000,Romance
 Bad Newz,2h 10m,4.7,26000,Romance
 The Silence of Marcos Tremmer,2h 17m,5.9,151000,Romance
